generator_id,a_i,b_i,pmin,pmax
700,17.03,0.01231,24.83,149.23000000000002
701,18.31,0.01237,17.37,112.17
702,6.3,0.01386,27.72,95.61
703,13.42,0.01911,16.63,127.99
704,8.36,0.01131,49.28,103.56
705,6.58,0.02788,13.85,95.50999999999999
706,29.75,0.01164,33.57,148.44
707,13.06,0.0274,35.06,147.85000000000002
708,25.25,0.00759,31.52,88.16
709,11.37,0.02141,36.49,174.85000000000002
710,22.04,0.02767,14.65,147.1
711,24.01,0.00922,32.2,93.92
712,19.89,0.02921,21.49,212.96
713,16.79,0.01632,47.61,112.52
714,15.3,0.02864,40.48,218.70999999999998
715,13.72,0.02192,48.9,98.94999999999999
716,28.24,0.01254,11.5,193.84
717,25.77,0.00971,21.41,74.37
718,29.13,0.01259,17.82,181.48999999999998
719,8.11,0.00733,10.45,114.7
720,23.27,0.0086,19.69,180.42
721,28.46,0.00762,37.15,147.41
722,9.53,0.01557,19.24,79.88
723,6.66,0.02489,30.36,195.49
724,23.53,0.00853,45.51,106.19999999999999
725,19.36,0.00826,37.75,226.07
726,26.05,0.02109,25.79,83.44
727,8.49,0.00993,24.9,146.8
728,24.88,0.00744,28.23,186.69
729,10.04,0.00917,17.08,126.07
730,9.09,0.02809,35.36,117.95
731,9.11,0.02554,24.57,188.43
732,25.36,0.01385,44.09,211.73
733,21.63,0.0214,40.26,228.66
734,18.08,0.01843,34.42,140.84
735,13.97,0.02193,24.57,150.51
736,26.93,0.02207,18.4,122.87
737,14.81,0.02072,41.05,129.61
738,25.41,0.01165,29.46,192.11
739,15.98,0.00598,18.99,119.94
740,14.42,0.01639,17.81,132.03
741,16.57,0.02727,16.62,127.17
742,12.53,0.01924,41.09,197.99
743,23.69,0.02581,19.16,206.82999999999998
744,17.57,0.02979,31.07,181.07999999999998
745,10.81,0.00909,28.06,148.79999999999998
746,27.49,0.02229,33.18,200.06
747,14.6,0.02186,45.09,191.24
748,18.59,0.0295,44.71,103.80000000000001
749,27.66,0.02964,28.04,92.38999999999999
750,20.61,0.02217,10.61,66.3
751,7.92,0.01109,27.06,145.57999999999998
752,28.5,0.02496,34.25,208.13
753,20.69,0.00768,32.31,129.26999999999998
754,13.37,0.02452,36.05,143.67000000000002
755,8.48,0.02775,16.16,202.57999999999998
756,24.85,0.01457,35.86,211.39999999999998
757,20.5,0.02077,17.31,167.07
758,18.34,0.01575,40.02,130.04
759,27.35,0.01594,23.56,91.12
760,24.71,0.01276,38.4,90.81
761,8.79,0.02405,11.91,77.96
762,12.79,0.0284,26.31,120.2
763,11.21,0.02852,38.2,170.97000000000003
764,23.6,0.00937,19.07,78.67
765,5.84,0.02687,41.81,112.24000000000001
766,19.25,0.02344,35.23,112.38999999999999
767,24.06,0.01132,33.5,178.3
768,26.92,0.00668,24.14,166.51
769,13.55,0.0117,29.3,161.91000000000003
770,25.53,0.02781,33.89,121.47
771,7.77,0.02083,28.9,134.57
772,26.16,0.02303,37.93,102.43
773,8.19,0.01143,27.35,111.32
774,14.93,0.02298,18.09,202.75
775,24.93,0.0057,18.56,215.51
776,8.75,0.01438,10.23,157.38
777,10.73,0.02067,22.04,209.56
778,23.06,0.00865,39.96,186.37
779,23.0,0.02558,41.77,96.75
780,21.03,0.01088,18.1,217.60999999999999
781,22.35,0.02131,48.36,113.2
782,18.57,0.01513,30.1,182.5
783,11.29,0.0199,46.68,134.61
784,13.64,0.00769,38.27,147.07
785,9.54,0.00542,38.9,185.79
786,27.71,0.02774,13.4,128.87
787,19.58,0.01174,18.8,106.38
788,15.02,0.02549,10.35,110.52
789,16.55,0.02998,38.65,139.88
790,28.68,0.01029,23.78,217.68
791,8.83,0.01163,41.47,211.26
792,19.66,0.02157,23.56,142.34
793,17.65,0.02914,42.77,122.74000000000001
794,20.29,0.0279,15.23,186.88
795,5.45,0.01757,16.93,90.50999999999999
796,26.8,0.02488,23.64,105.21
797,28.3,0.00839,26.34,131.24
798,19.13,0.02944,23.95,206.0
799,22.42,0.02911,40.55,110.32
800,28.06,0.00909,13.88,82.22
801,22.68,0.01249,24.05,148.15
802,8.81,0.0075,43.49,134.95
803,19.41,0.01179,12.67,147.98
804,20.17,0.0254,47.69,165.44
805,15.6,0.01446,49.45,164.69
806,23.41,0.00721,13.54,80.34
807,28.36,0.01356,21.65,92.81
808,28.14,0.02953,24.9,198.06
809,16.27,0.02074,41.06,223.94
810,7.83,0.0154,33.84,119.04
811,29.62,0.00916,35.77,102.78999999999999
812,25.97,0.02965,40.3,98.31
813,8.12,0.02552,14.72,155.96
814,28.02,0.01204,43.33,200.63
815,26.75,0.00675,38.22,144.14
816,17.97,0.00642,33.09,185.04
817,19.78,0.00801,45.59,202.53
818,14.98,0.01952,38.01,228.31
819,6.37,0.02822,18.07,77.8
820,13.38,0.01742,27.19,106.03
821,25.07,0.02607,29.76,90.04
822,5.12,0.01615,12.21,192.41
823,13.34,0.02271,48.19,217.07999999999998
824,14.95,0.0233,15.14,151.33999999999997
825,18.43,0.00935,37.9,100.44999999999999
826,28.0,0.01403,30.25,121.25
827,13.66,0.02093,11.03,105.69
828,13.67,0.00677,46.99,181.10000000000002
829,23.44,0.01404,44.07,132.78
830,16.31,0.01837,30.97,91.91
831,10.62,0.02991,19.16,178.77
832,16.31,0.01686,14.86,109.72
833,8.52,0.0254,24.54,142.4
834,9.41,0.0158,20.22,89.37
835,17.46,0.02491,30.27,200.65
836,15.47,0.01989,48.66,183.49
837,27.87,0.02716,33.0,218.24
838,14.06,0.01527,45.6,169.92
839,19.51,0.02011,36.04,227.25
840,20.81,0.02075,29.01,212.79
841,5.33,0.01543,44.18,180.65
842,21.59,0.00861,28.85,218.93
843,9.45,0.00734,44.75,143.20999999999998
844,29.03,0.00542,21.66,126.50999999999999
845,8.72,0.02684,15.15,71.97
846,15.37,0.01091,44.21,182.59
847,7.13,0.01029,33.5,191.79
848,29.92,0.0234,45.56,211.59
849,17.55,0.013,47.51,119.97999999999999
850,19.88,0.01765,12.15,128.77
851,6.68,0.00906,30.04,106.57
852,23.75,0.02899,25.0,174.32
853,10.25,0.02629,35.03,108.72
854,27.45,0.02659,41.74,227.36
855,10.13,0.01517,21.22,105.82
856,9.77,0.02406,32.27,125.97999999999999
857,5.91,0.0086,38.35,215.98999999999998
858,16.8,0.00522,15.38,134.15
859,19.12,0.0055,42.56,96.16
860,6.64,0.01967,34.24,158.43
861,24.39,0.01638,47.98,110.66
862,16.33,0.01795,23.58,221.38
863,18.11,0.00519,14.33,152.55
864,16.02,0.01557,30.26,118.74000000000001
865,15.02,0.02295,13.43,147.99
866,18.99,0.01607,48.78,110.31
867,8.88,0.02331,11.55,181.53
868,9.55,0.01083,40.14,228.94
869,26.54,0.02533,31.0,212.17
870,28.65,0.01971,24.74,126.0
871,14.33,0.01027,12.63,111.5
872,11.77,0.01092,34.89,90.15
873,21.1,0.0207,33.41,181.12
874,15.22,0.02575,21.24,151.48000000000002
875,5.63,0.01539,46.41,165.31
876,8.9,0.01146,22.16,208.29999999999998
877,22.9,0.02668,27.99,103.17
878,21.47,0.02173,31.75,83.2
879,5.68,0.0162,14.01,75.01
880,10.55,0.0172,47.29,130.8
881,10.78,0.01011,24.98,79.97
882,21.8,0.02067,13.23,138.66
883,5.49,0.01397,25.49,122.6
884,7.6,0.02989,34.01,111.07999999999998
885,25.0,0.017,30.55,193.06
886,9.46,0.01715,37.78,118.45
887,21.32,0.01915,12.22,165.35999999999999
888,10.95,0.02792,21.38,123.77
889,7.49,0.02502,42.77,169.54
890,11.08,0.01628,13.2,203.28
891,23.06,0.02297,44.22,99.82
892,26.39,0.01966,13.68,138.72
893,25.76,0.01731,43.38,221.54
894,14.93,0.00981,24.43,162.63
895,21.7,0.0166,34.49,126.02000000000001
896,10.12,0.01115,16.12,125.77000000000001
897,12.33,0.02787,12.65,164.69
898,27.41,0.01339,18.64,202.26
899,5.33,0.02881,15.11,71.27
900,7.14,0.01833,22.5,83.22999999999999
901,10.2,0.02079,30.58,129.34
902,5.66,0.01857,33.55,118.47
903,9.54,0.00823,41.59,131.32999999999998
904,19.58,0.0144,36.25,119.44
905,15.54,0.00748,34.35,113.72
906,27.32,0.02057,26.47,96.06
907,25.44,0.01617,28.95,219.04
908,13.55,0.02445,26.58,98.21
909,11.49,0.01051,43.69,124.35
910,14.49,0.00911,19.2,106.14
911,19.76,0.01516,10.23,200.17999999999998
912,11.7,0.02816,36.05,199.41000000000003
913,20.6,0.02276,18.1,186.54999999999998
914,15.24,0.01547,45.6,111.31
915,18.8,0.01793,44.36,219.81
916,15.9,0.00711,13.07,124.30000000000001
917,12.36,0.02961,14.26,103.68
918,28.71,0.02166,29.81,166.17000000000002
919,24.09,0.01214,34.37,207.70000000000002
920,8.5,0.01965,21.0,187.8
921,26.71,0.00774,38.67,222.17000000000002
922,17.19,0.02915,33.8,223.01999999999998
923,27.36,0.00937,22.99,108.71
924,25.0,0.0212,11.01,124.59
925,15.63,0.01114,40.01,92.19999999999999
926,5.56,0.02294,18.59,200.49
927,11.72,0.02442,43.38,116.57
928,18.54,0.02184,26.81,206.03
929,20.84,0.02036,33.08,132.49
930,11.45,0.02731,44.92,150.14
931,8.48,0.00697,44.54,100.41
932,25.87,0.01327,24.86,123.89
933,29.61,0.01121,18.36,201.61
934,18.14,0.0297,41.01,94.84
935,9.29,0.01473,27.32,138.27
936,11.81,0.02332,17.68,72.39
937,5.46,0.02212,46.18,151.82
938,27.86,0.0103,17.92,93.82000000000001
939,7.94,0.01097,11.03,98.86
940,19.41,0.01203,10.81,192.45
941,11.85,0.01528,34.89,150.3
942,18.85,0.01086,36.47,127.53999999999999
943,21.29,0.00549,22.44,160.84
944,25.74,0.02698,22.8,94.11999999999999
945,10.16,0.02914,23.58,112.49
946,5.27,0.01354,37.21,169.15
947,8.42,0.01346,12.33,97.96
948,27.5,0.00518,47.16,199.03
949,26.85,0.02201,18.9,142.62
950,19.94,0.02564,49.99,215.79000000000002
951,20.01,0.00867,16.86,209.10000000000002
952,21.63,0.00899,40.86,108.23
953,9.38,0.02475,18.94,119.14
954,27.86,0.02041,13.23,111.16000000000001
955,15.47,0.00612,45.0,117.68
956,14.58,0.02056,44.35,215.9
957,17.97,0.01272,26.14,190.12
958,6.17,0.01422,38.1,160.76
959,9.16,0.02424,32.28,162.95
960,23.45,0.02527,44.12,103.05
961,7.07,0.01501,22.6,155.93
962,20.08,0.02868,30.95,199.64999999999998
963,11.13,0.01516,29.41,165.48
964,14.73,0.0243,24.16,113.96
965,12.22,0.0171,45.66,195.79
966,13.89,0.02744,16.64,120.86
967,22.98,0.02769,15.98,147.70999999999998
968,12.43,0.00719,33.08,156.20999999999998
969,19.16,0.02841,36.3,143.48000000000002
970,16.9,0.02564,17.78,175.61
971,21.59,0.02478,25.63,208.21
972,28.42,0.01002,47.86,98.64
973,23.31,0.02513,19.86,209.89999999999998
974,10.37,0.02625,36.73,163.46
975,5.78,0.01223,39.61,194.72000000000003
976,11.56,0.02881,27.93,206.27
977,19.88,0.00625,47.5,167.57
978,6.29,0.00875,39.47,214.72
979,17.41,0.01844,28.32,104.96000000000001
980,19.92,0.01939,32.77,106.65
981,13.36,0.02113,37.7,186.32
982,24.27,0.00542,33.69,214.21
983,7.66,0.02901,45.15,229.01000000000002
984,6.88,0.00611,24.28,170.84
985,23.2,0.00858,22.0,150.82
986,17.39,0.00535,18.55,118.25999999999999
987,22.21,0.01917,11.51,208.51
988,15.87,0.02831,11.72,109.67
989,11.16,0.02165,44.8,206.43
990,25.48,0.02557,37.14,166.94
991,24.99,0.00533,36.42,177.7
992,22.37,0.01855,34.59,143.61
993,11.8,0.01649,43.97,238.69
994,19.76,0.01747,29.21,164.96
995,14.02,0.00681,44.82,235.48999999999998
996,7.29,0.02211,24.38,75.52
997,27.93,0.01758,47.07,182.97
998,8.42,0.02413,37.95,195.53000000000003
999,28.76,0.01713,20.29,182.04999999999998
1000,16.15,0.00873,32.56,218.31
1001,9.63,0.02121,31.32,81.97999999999999
1002,18.55,0.00931,15.52,65.57
1003,26.82,0.02681,33.65,154.49
1004,23.31,0.02033,22.59,76.98
1005,25.16,0.00893,12.09,208.27
1006,21.47,0.02906,47.95,131.26
1007,22.31,0.01796,35.66,156.56
1008,26.23,0.00682,45.08,104.25
1009,11.24,0.02067,37.04,165.35
1010,17.24,0.01133,24.28,131.26999999999998
1011,10.53,0.02509,30.51,87.21000000000001
1012,29.69,0.02545,37.03,137.3
1013,28.6,0.02947,48.41,157.13
1014,5.99,0.01755,20.15,218.64000000000001
1015,22.64,0.01637,45.0,126.18
1016,28.13,0.02384,46.96,178.68
1017,9.51,0.00831,36.82,234.92
1018,19.2,0.01867,47.25,216.05
1019,27.89,0.01866,25.92,224.93
1020,5.85,0.00724,48.12,243.36
1021,22.44,0.01545,38.11,161.54000000000002
1022,12.43,0.02633,11.68,166.14000000000001
1023,28.11,0.0264,46.27,112.84
1024,29.28,0.00748,29.38,145.55
1025,28.61,0.00727,28.41,199.76
1026,16.86,0.01157,32.66,158.45999999999998
1027,26.55,0.02687,15.98,171.38
1028,26.11,0.00822,28.77,190.63000000000002
1029,12.98,0.023,43.25,131.26999999999998
1030,25.72,0.00753,10.62,191.97
1031,5.93,0.02058,20.92,139.89
1032,19.91,0.0139,10.1,91.63
1033,10.75,0.02472,26.63,206.44
1034,8.01,0.01084,39.13,151.8
1035,6.92,0.02098,41.95,204.5
1036,22.41,0.01089,47.81,180.01
1037,13.5,0.02284,34.34,141.62
1038,23.12,0.02684,20.19,191.67
1039,6.63,0.00817,46.97,184.64
1040,12.88,0.02666,41.01,149.59
1041,18.49,0.01984,32.98,99.41999999999999
1042,24.77,0.00818,37.83,222.14999999999998
1043,12.97,0.01569,46.97,102.28999999999999
1044,20.65,0.00902,38.5,217.98
1045,27.15,0.02251,24.73,128.72
1046,20.4,0.02397,38.52,184.42000000000002
1047,10.82,0.00764,11.61,199.94
1048,5.61,0.01765,25.46,98.22
1049,26.75,0.02537,26.25,161.29
1050,5.53,0.0284,16.67,181.32999999999998
1051,26.87,0.01784,10.92,174.55999999999997
1052,18.22,0.02876,15.34,144.18
1053,28.48,0.01839,36.18,179.89000000000001
1054,24.97,0.01485,42.09,205.72
1055,29.95,0.02621,49.53,225.68
1056,13.77,0.01732,23.85,188.12
1057,24.18,0.0168,33.98,137.07999999999998
1058,15.05,0.01726,47.49,247.0
1059,17.0,0.02617,16.68,131.86
1060,20.69,0.0258,38.71,92.38
1061,26.84,0.01509,40.2,144.59
1062,29.6,0.01333,13.56,82.73
1063,24.21,0.0173,44.45,112.67
1064,15.44,0.01932,42.52,134.75
1065,15.53,0.01096,11.34,69.35
1066,23.44,0.02485,13.64,166.92000000000002
1067,10.97,0.01716,11.97,73.07000000000001
1068,7.76,0.01335,23.39,103.88
1069,13.87,0.00767,30.37,94.3
1070,12.18,0.01097,31.29,90.77
1071,12.41,0.02873,20.71,110.87
1072,10.84,0.01263,46.46,182.24
1073,6.05,0.00922,24.73,219.42999999999998
1074,5.45,0.01652,11.82,193.15
1075,29.69,0.01268,22.01,203.39999999999998
1076,15.69,0.00588,31.24,107.64999999999999
1077,14.61,0.01308,26.33,116.07
1078,21.99,0.0186,20.95,82.41
1079,10.46,0.01879,15.25,182.02
1080,28.75,0.01391,42.77,103.24000000000001
1081,24.66,0.01618,49.85,183.35
1082,7.24,0.02914,23.18,110.36000000000001
1083,15.44,0.01443,25.26,111.78
1084,26.98,0.01146,34.72,233.33
1085,28.62,0.01109,38.74,202.26000000000002
1086,16.69,0.01644,25.68,201.22
1087,20.34,0.02399,46.2,182.0
1088,9.18,0.01015,32.4,213.05
1089,29.78,0.02273,28.02,174.84
1090,10.79,0.00553,35.87,227.8
1091,28.57,0.01547,48.11,140.31
1092,21.24,0.0244,41.78,181.08
1093,20.19,0.01347,11.6,165.12
1094,17.82,0.01909,23.29,132.23
1095,10.77,0.01012,28.82,210.78
1096,9.41,0.02355,22.58,219.55
1097,10.51,0.00631,38.01,162.07999999999998
1098,9.66,0.02631,43.05,151.64999999999998
1099,24.49,0.00995,39.25,160.04000000000002
1100,13.75,0.02686,49.57,227.48
1101,6.45,0.01381,20.9,167.72
1102,29.23,0.02307,45.0,101.72
1103,27.09,0.01298,40.66,171.99
1104,28.19,0.02765,24.49,77.09
1105,29.87,0.00817,39.36,206.14
1106,9.35,0.00946,14.16,113.41
1107,14.91,0.01733,41.57,162.37
1108,23.96,0.00705,31.29,201.09
1109,22.4,0.0099,21.69,78.66
1110,8.85,0.02859,36.23,110.00999999999999
1111,25.4,0.02941,35.66,145.35
1112,10.61,0.01441,18.38,102.86999999999999
1113,10.6,0.02808,11.22,111.91
1114,18.42,0.01862,27.34,227.07
1115,19.82,0.01174,32.78,206.59
1116,19.5,0.02256,45.06,227.65
1117,7.29,0.02147,47.13,237.69
1118,26.94,0.02973,31.15,132.29
1119,11.64,0.01163,40.15,134.71
1120,8.24,0.0218,27.57,112.68
1121,27.22,0.0063,39.84,214.36
1122,28.89,0.00784,18.19,170.12
1123,26.55,0.0051,24.84,110.27000000000001
1124,25.24,0.02999,35.37,141.92
1125,21.38,0.02506,10.73,136.74
1126,18.77,0.02467,38.9,168.12
1127,7.17,0.01774,43.42,226.73000000000002
1128,15.21,0.0125,25.97,133.05
1129,14.32,0.00878,27.92,214.2
1130,11.49,0.01212,44.05,160.26
1131,23.09,0.0144,41.03,202.99
1132,17.4,0.02391,21.53,211.07
1133,7.03,0.01849,22.96,209.1
1134,10.5,0.00694,37.16,95.69999999999999
1135,22.08,0.00545,32.53,113.39
1136,6.9,0.00756,16.49,138.03
1137,26.28,0.01526,22.4,137.13
1138,17.38,0.02833,46.0,192.13
1139,17.01,0.02094,37.53,229.24
1140,19.81,0.02505,49.44,116.3
1141,25.62,0.01666,40.68,158.46
1142,13.7,0.01404,47.68,126.53999999999999
1143,21.95,0.00771,18.65,202.77
1144,19.14,0.0269,40.86,235.55
1145,11.68,0.02458,10.81,132.62
1146,26.97,0.0092,36.83,102.42999999999999
1147,24.94,0.01781,28.77,196.56
1148,21.46,0.01718,23.87,178.44
1149,26.26,0.02063,44.5,147.7
1150,26.68,0.02865,44.17,227.28000000000003
1151,22.71,0.01949,10.89,207.26
1152,25.93,0.01851,34.38,168.06
1153,22.44,0.00626,24.71,159.57000000000002
1154,22.0,0.00657,26.63,121.25999999999999
1155,20.47,0.00968,43.28,180.96
1156,23.82,0.00581,22.39,138.34
1157,8.97,0.02358,47.72,143.05
1158,27.02,0.02308,17.19,77.27
1159,26.8,0.0084,36.51,124.41999999999999
1160,5.73,0.0259,36.88,116.56
1161,25.65,0.00887,20.09,151.4
1162,8.22,0.01253,22.99,163.24
1163,13.38,0.01122,43.39,184.68
1164,23.59,0.01431,40.47,148.7
1165,9.02,0.01137,23.16,136.34
1166,25.45,0.01722,31.36,206.5
1167,25.8,0.01519,12.47,133.9
1168,17.69,0.02966,18.35,216.51999999999998
1169,5.16,0.0064,29.43,145.37
1170,12.18,0.00855,13.44,160.88
1171,20.42,0.00632,43.73,101.28
1172,29.53,0.02065,38.72,186.72
1173,20.8,0.00636,47.75,225.46
1174,11.5,0.02591,37.74,229.11
1175,20.85,0.0178,47.62,247.22
1176,18.5,0.01818,32.18,124.50999999999999
1177,24.5,0.01904,34.01,170.32
1178,7.67,0.00927,49.08,166.69
1179,24.03,0.00994,35.69,170.26
1180,18.53,0.01297,11.23,84.85000000000001
1181,29.07,0.01984,38.95,217.37
1182,13.55,0.01025,46.22,232.66
1183,20.82,0.00791,41.82,159.27
1184,28.3,0.02925,33.35,125.41
1185,7.56,0.00555,36.85,107.97999999999999
1186,28.43,0.02507,49.61,202.17000000000002
1187,22.2,0.0247,13.63,110.46
1188,6.7,0.01243,36.69,223.12
1189,12.52,0.00839,21.34,171.99
1190,22.7,0.00864,35.6,182.45
1191,6.68,0.02244,34.3,168.20999999999998
1192,19.55,0.02107,16.14,73.00999999999999
1193,13.65,0.02457,18.27,208.06
1194,20.52,0.02844,34.87,179.06
1195,6.14,0.0223,15.13,214.24
1196,26.79,0.0089,20.61,151.20999999999998
1197,29.34,0.01109,43.41,199.93
1198,29.22,0.02605,23.08,81.50999999999999
1199,23.74,0.01023,29.52,174.28
1200,8.25,0.00681,47.65,212.35
1201,23.96,0.02258,19.09,185.87
1202,5.61,0.01506,25.59,191.11
1203,5.55,0.028,34.26,118.19999999999999
1204,13.09,0.02126,40.21,236.52
1205,17.22,0.00726,46.07,245.35
1206,24.26,0.0287,46.62,107.96000000000001
1207,22.08,0.01146,41.07,231.54
1208,16.15,0.01343,19.13,112.55
1209,11.84,0.01506,10.99,164.38
1210,29.93,0.00628,25.35,126.07
1211,15.65,0.01741,15.66,210.82
1212,16.28,0.00808,38.42,103.65
1213,9.09,0.01502,36.45,161.11
1214,24.87,0.01377,11.76,125.97
1215,22.34,0.02432,43.46,142.36
1216,10.52,0.02508,19.95,166.78
1217,7.06,0.00884,27.29,96.94999999999999
1218,22.01,0.01416,36.72,194.22
1219,21.36,0.01433,27.18,224.27
1220,11.83,0.00879,27.65,198.33
1221,28.77,0.02496,12.63,191.63
1222,8.78,0.02268,26.06,130.01
1223,15.81,0.00976,40.59,139.32
1224,28.59,0.01417,46.61,174.17000000000002
1225,15.49,0.00765,26.54,83.4
1226,20.96,0.02071,26.94,218.74
1227,14.94,0.00803,38.11,109.67999999999999
1228,11.86,0.02965,47.71,233.16
1229,29.6,0.02452,20.68,83.22
1230,15.23,0.01476,27.61,201.0
1231,27.35,0.01946,41.84,114.63000000000001
1232,10.75,0.02778,34.39,90.11
1233,10.33,0.01885,14.42,172.33999999999997
1234,5.78,0.00936,35.11,127.15
1235,21.29,0.01447,17.47,174.64
1236,14.21,0.02608,30.41,163.67
1237,26.61,0.02111,31.16,97.47999999999999
1238,16.83,0.02127,45.05,234.87
1239,29.2,0.02667,28.5,146.35
1240,9.64,0.02735,21.18,181.35
1241,26.72,0.02799,19.24,144.39000000000001
1242,24.41,0.00737,44.97,185.62
1243,24.27,0.0186,16.84,112.26
1244,26.12,0.02351,27.03,107.08
1245,24.03,0.02392,17.49,148.88
1246,20.66,0.02017,40.93,156.96
1247,8.28,0.00917,28.97,137.49
1248,5.81,0.02494,24.05,174.94
1249,28.02,0.023,24.44,178.02
1250,20.42,0.00715,44.09,100.98
1251,24.91,0.0166,32.15,132.96
1252,17.04,0.00935,38.71,150.47
1253,7.93,0.01344,45.88,110.41
1254,8.13,0.00545,46.07,131.46
1255,22.14,0.01501,23.14,80.89
1256,15.76,0.01875,48.1,247.54
1257,10.01,0.02049,11.0,171.48
1258,17.29,0.02159,25.07,88.19
1259,6.61,0.02591,45.83,98.87
1260,19.55,0.01039,20.99,178.88
1261,11.72,0.00801,20.92,136.8
1262,24.94,0.02629,22.1,190.12
1263,12.76,0.00892,34.49,223.01000000000002
1264,16.38,0.02937,27.53,167.43
1265,5.29,0.02606,39.07,117.13999999999999
1266,6.81,0.01752,45.8,213.13
1267,14.81,0.02954,36.97,230.34
1268,17.0,0.00743,18.18,155.21
1269,20.0,0.01258,47.31,199.61
1270,12.29,0.02096,20.58,121.2
1271,22.37,0.01375,16.0,123.23
1272,26.5,0.02821,13.6,173.79999999999998
1273,24.5,0.00664,32.54,221.70999999999998
1274,5.99,0.01874,14.55,158.9
1275,17.01,0.01977,15.55,184.03
1276,7.62,0.02132,22.0,97.75
1277,11.05,0.01139,21.27,103.06
1278,29.67,0.01411,34.17,163.98000000000002
1279,8.56,0.02609,42.67,119.15
1280,17.47,0.00987,40.45,185.7
1281,20.45,0.02567,20.5,114.25
1282,22.56,0.01907,19.81,188.54
1283,18.99,0.02405,48.63,219.85
1284,5.24,0.02284,10.33,129.9
1285,13.16,0.01019,45.19,122.31
1286,17.94,0.01922,17.99,165.01000000000002
1287,7.2,0.02669,47.89,246.81
1288,13.77,0.0158,23.69,167.07999999999998
1289,5.83,0.02916,27.61,82.97999999999999
1290,6.96,0.01631,38.28,90.87
1291,14.92,0.00857,33.51,131.56
1292,8.32,0.01474,22.72,102.09
1293,19.19,0.02879,32.15,204.11
1294,22.24,0.01299,39.23,215.95
1295,25.01,0.0267,11.69,100.48
1296,10.0,0.02703,10.45,109.3
1297,9.19,0.01375,28.32,113.75999999999999
1298,7.61,0.00708,15.27,201.53
1299,20.91,0.02311,36.57,161.97
1300,22.66,0.01279,18.56,166.98
1301,5.79,0.02457,27.31,139.63
1302,28.41,0.01607,17.91,162.56
1303,6.3,0.01713,31.94,139.82
1304,18.53,0.02445,14.64,115.59
1305,22.73,0.01456,10.92,156.08999999999997
1306,26.77,0.01608,12.05,150.71
1307,22.85,0.0144,48.17,142.2
1308,25.04,0.01418,15.69,88.09
1309,13.49,0.01815,38.34,143.63
1310,25.37,0.02522,12.72,125.0
1311,7.0,0.01404,14.33,158.63000000000002
1312,27.37,0.01811,30.36,217.54000000000002
1313,18.69,0.02177,28.59,84.02
1314,25.43,0.01174,48.06,134.61
1315,16.31,0.01194,47.79,126.85
1316,21.09,0.02834,41.18,166.52
1317,18.16,0.02309,34.08,148.54
1318,23.29,0.01943,28.2,187.56
1319,7.04,0.02119,24.25,110.61
1320,6.51,0.00573,47.88,187.04999999999998
1321,11.18,0.02045,34.12,216.70000000000002
1322,8.99,0.01774,33.16,219.76
1323,26.79,0.01864,19.28,213.1
1324,10.48,0.01399,11.87,177.86
1325,29.4,0.00704,47.81,233.71
1326,13.42,0.00983,22.55,107.73
1327,9.55,0.02877,27.7,107.34
1328,24.74,0.01522,14.59,65.56
1329,21.47,0.01667,43.48,199.51
1330,17.45,0.00632,11.11,201.73000000000002
1331,18.88,0.00594,43.36,121.4
1332,22.98,0.02293,15.61,161.14999999999998
1333,10.71,0.01845,45.46,207.43
1334,29.91,0.01772,39.19,228.32999999999998
1335,29.37,0.01108,16.59,163.62
1336,21.26,0.02362,32.63,228.17
1337,9.99,0.00921,22.51,124.21000000000001
1338,22.01,0.00975,17.13,119.61999999999999
1339,6.8,0.01652,44.37,175.82
1340,5.77,0.01216,26.14,133.67000000000002
1341,11.44,0.01119,25.94,76.15
1342,16.57,0.02113,16.8,176.57000000000002
1343,26.71,0.02127,25.32,188.07999999999998
1344,23.18,0.02561,44.86,206.91000000000003
1345,23.57,0.01544,24.53,126.28
1346,15.64,0.00683,48.06,176.4
1347,13.65,0.01184,47.85,151.85
1348,14.28,0.0295,15.8,68.21
1349,29.69,0.01991,17.09,151.46
1350,6.0,0.02274,44.51,113.07
1351,26.68,0.00518,25.71,87.72
1352,19.47,0.01796,10.17,173.48999999999998
1353,15.97,0.00594,20.95,72.38
1354,23.13,0.01923,33.91,227.76
1355,17.17,0.02802,41.97,169.26
1356,26.84,0.02921,15.34,212.79
1357,27.52,0.01851,14.42,73.12
1358,15.54,0.01646,46.88,184.41
1359,11.92,0.02863,40.05,142.45
1360,19.81,0.02184,33.59,210.11
1361,27.81,0.00662,40.77,144.95000000000002
1362,10.27,0.01664,27.15,116.22
1363,20.57,0.01101,40.34,218.97
1364,20.79,0.01675,24.87,131.07
1365,23.33,0.01639,19.76,72.28
1366,8.29,0.01955,39.16,147.7
1367,22.9,0.01392,26.79,174.97
1368,27.73,0.00911,49.26,137.41
1369,9.49,0.01759,23.98,138.78
1370,10.94,0.02576,46.87,105.38
1371,29.28,0.0216,47.32,185.53
1372,9.52,0.01346,19.67,183.11
1373,26.36,0.02839,41.93,153.93
1374,17.31,0.02781,27.32,140.35
1375,11.18,0.01023,46.7,109.94
1376,26.77,0.00599,28.0,108.29
1377,16.13,0.02353,39.77,112.97
1378,17.87,0.02569,28.68,150.93
1379,13.98,0.0292,19.11,148.5
1380,19.82,0.02725,17.97,210.31
1381,9.09,0.02001,27.02,88.0
1382,14.78,0.01825,40.22,180.2
